date,Z,day_true,sig
2024-11-07,-448.02196136432264,1,True
2024-11-10,-292.28361245250437,1,True
2024-11-11,-408.77709529412533,1,True
2024-11-12,-378.07919799413446,1,True
2024-11-13,-443.74390572330776,1,True
2024-11-14,-431.8856679079781,1,True
2024-11-17,-283.0297475572162,1,True
2024-11-18,-405.99062715505903,1,True
2024-11-19,-436.73118396858905,1,True
2024-11-20,-462.2816571221831,1,True
2024-11-21,-442.248889842404,1,True
2024-11-24,-248.491581306924,1,True
2024-11-25,-328.3697785617918,1,True
2024-12-01,-412.1213763326576,1,True
2024-12-02,-398.66345847474935,1,True
2024-12-03,-366.18330108811887,1,True
2024-12-04,-374.1519184712735,1,True
2024-12-05,-298.6887475077573,1,True
2024-12-08,-270.5711318811673,1,True
2024-12-09,-458.68998050875155,1,True
2024-12-10,-341.69941815249376,1,True
2024-12-11,-299.5383738969475,1,True
2024-12-12,-377.4546982016033,1,True
2024-12-15,-398.7791633807931,1,True
2024-12-16,-449.14509407564793,1,True
2024-12-17,-230.44500858216426,1,True
2024-12-18,-423.6660946706555,0,True
2024-12-19,-391.71803276457547,1,True
2024-12-22,-484.2925055733843,1,True
2024-12-23,-404.42063294421916,1,True
2024-12-25,-398.62924169938424,1,True
2024-12-26,-414.5352412343719,1,True
2024-12-29,-347.6176907199802,1,True
2024-12-30,-376.9746789076666,1,True
